"","LOC","RefSeq","Description","RefSeq_short"
"4879","LOC100646620","XM_012308259.1","PREDICTED: Bombus terrestris protein NDUFAF4 homolog (LOC100646620) transcript variant X2","XM_012308259"
"4880","LOC100646620","XM_003395152.2","PREDICTED: Bombus terrestris protein NDUFAF4 homolog (LOC100646620) transcript variant X1","XM_003395152"
"4881","LOC100645075","XM_012308260.1","PREDICTED: Bombus terrestris xaa-Pro aminopeptidase 1 (LOC100645075) transcript variant X3","XM_012308260"
"4882","LOC100645075","XR_001098688.1","PREDICTED: Bombus terrestris xaa-Pro aminopeptidase 1 (LOC100645075) transcript variant X1","XR_001098688"
"4883","LOC100645075","XR_001098689.1","PREDICTED: Bombus terrestris xaa-Pro aminopeptidase 1 (LOC100645075) transcript variant X2","XR_001098689"
"4884","LOC100646291","XM_003395149.2","PREDICTED: Bombus terrestris esterase FE4-like (LOC100646291)","XM_003395149"
"4885","LOC100646409","XM_012308263.1","PREDICTED: Bombus terrestris mannosyl-oligosaccharide 1","XM_012308263"
"4886","LOC100646409","XM_012308266.1","PREDICTED: Bombus terrestris mannosyl-oligosaccharide 1","XM_012308266"
"4887","LOC100646409","XM_012308265.1","PREDICTED: Bombus terrestris mannosyl-oligosaccharide 1","XM_012308265"
"4888","LOC105665691","XM_012308262.1","PREDICTED: Bombus terrestris facilitated trehalose transporter Tret1-like (LOC105665691)","XM_012308262"
"4889","LOC105665690","XM_012308261.1","PREDICTED: Bombus terrestris facilitated trehalose transporter Tret1-like (LOC105665690)","XM_012308261"
"4890","LOC100645190","XM_003395221.2","PREDICTED: Bombus terrestris membrane metallo-endopeptidase-like 1 (LOC100645190)","XM_003395221"
"4891","LOC100646738","XM_012308274.1","PREDICTED: Bombus terrestris uncharacterized LOC100646738 (LOC100646738) transcript variant X3","XM_012308274"
"4892","LOC100646738","XM_012308273.1","PREDICTED: Bombus terrestris uncharacterized LOC100646738 (LOC100646738) transcript variant X1","XM_012308273"
"4893","LOC100646738","XM_003395153.2","PREDICTED: Bombus terrestris uncharacterized LOC100646738 (LOC100646738) transcript variant X2","XM_003395153"
"4894","LOC100646738","XM_012308276.1","PREDICTED: Bombus terrestris uncharacterized LOC100646738 (LOC100646738) transcript variant X5","XM_012308276"
"4895","LOC100646738","XM_012308275.1","PREDICTED: Bombus terrestris uncharacterized LOC100646738 (LOC100646738) transcript variant X4","XM_012308275"
"4896","LOC100646979","XM_012308271.1","PREDICTED: Bombus terrestris viral IAP-associated factor homolog (LOC100646979)","XM_012308271"
"4897","LOC100646861","XM_012308268.1","PREDICTED: Bombus terrestris uncharacterized LOC100646861 (LOC100646861) transcript variant X2","XM_012308268"
"4898","LOC100646861","XM_012308269.1","PREDICTED: Bombus terrestris uncharacterized LOC100646861 (LOC100646861) transcript variant X3","XM_012308269"
"4899","LOC100646861","XM_012308267.1","PREDICTED: Bombus terrestris uncharacterized LOC100646861 (LOC100646861) transcript variant X1","XM_012308267"
"4900","LOC100646861","XM_012308270.1","PREDICTED: Bombus terrestris uncharacterized LOC100646861 (LOC100646861) transcript variant X4","XM_012308270"
"4901","LOC100645319","XM_003395222.2","PREDICTED: Bombus terrestris two pore potassium channel protein sup-9 (LOC100645319)","XM_003395222"
"4902","LOC100647332","XM_012308349.1","PREDICTED: Bombus terrestris zinc finger protein 585A-like (LOC100647332)","XM_012308349"
"4903","LOC105665697","XM_012308286.1","PREDICTED: Bombus terrestris zinc finger protein 41-like (LOC105665697)","XM_012308286"
"4904","LOC105665696","XM_012308285.1","PREDICTED: Bombus terrestris zinc finger protein 239-like (LOC105665696)","XM_012308285"
"4905","LOC105665695","XM_012308284.1","PREDICTED: Bombus terrestris gastrula zinc finger protein XlCGF7.1-like (LOC105665695)","XM_012308284"
"4906","LOC105665694","XM_012308283.1","PREDICTED: Bombus terrestris uncharacterized LOC105665694 (LOC105665694)","XM_012308283"
"4907","LOC100647692","XM_012308281.1","PREDICTED: Bombus terrestris zinc finger protein OZF-like (LOC100647692) transcript variant X1","XM_012308281"
"4908","LOC100647692","XM_012308282.1","PREDICTED: Bombus terrestris zinc finger protein OZF-like (LOC100647692) transcript variant X2","XM_012308282"
"4909","LOC105665693","XM_012308279.1","PREDICTED: Bombus terrestris zinc finger protein 782-like (LOC105665693)","XM_012308279"
"4910","LOC105665692","XM_012308278.1","PREDICTED: Bombus terrestris zinc finger protein 502-like (LOC105665692)","XM_012308278"
"4911","LOC100647929","XM_012308350.1","PREDICTED: Bombus terrestris uncharacterized LOC100647929 (LOC100647929)","XM_012308350"
"4912","LOC105665698","XM_012308289.1","PREDICTED: Bombus terrestris GSK3-beta interaction protein (LOC105665698)","XM_012308289"
"4913","LOC100647807","XM_012308287.1","PREDICTED: Bombus terrestris transmembrane and coiled-coil domains protein 2 (LOC100647807)","XM_012308287"
"4914","LOC100648129","XM_012308292.1","PREDICTED: Bombus terrestris zinc finger protein 157-like (LOC100648129) transcript variant X3","XM_012308292"
"4915","LOC100648129","XM_012308291.1","PREDICTED: Bombus terrestris zinc finger protein 157-like (LOC100648129) transcript variant X2","XM_012308291"
"4916","LOC100648129","XM_012308290.1","PREDICTED: Bombus terrestris zinc finger protein 157-like (LOC100648129) transcript variant X1","XM_012308290"
"4917","LOC100648243","XM_003395164.2","PREDICTED: Bombus terrestris U4/U6.U5 tri-snRNP-associated protein 2 (LOC100648243)","XM_003395164"
"4918","LOC100648358","XM_012308299.1","PREDICTED: Bombus terrestris rap guanine nucleotide exchange factor 2-like (LOC100648358) transcript variant X6","XM_012308299"
"4919","LOC100648358","XM_012308307.1","PREDICTED: Bombus terrestris rap guanine nucleotide exchange factor 2-like (LOC100648358) transcript variant X14","XM_012308307"
"4920","LOC100648358","XM_012308293.1","PREDICTED: Bombus terrestris rap guanine nucleotide exchange factor 2-like (LOC100648358) transcript variant X1","XM_012308293"
"4921","LOC100648358","XM_012308303.1","PREDICTED: Bombus terrestris rap guanine nucleotide exchange factor 2-like (LOC100648358) transcript variant X10","XM_012308303"
"4922","LOC100648358","XM_012308306.1","PREDICTED: Bombus terrestris rap guanine nucleotide exchange factor 2-like (LOC100648358) transcript variant X13","XM_012308306"
"4923","LOC100648358","XM_012308296.1","PREDICTED: Bombus terrestris rap guanine nucleotide exchange factor 2-like (LOC100648358) transcript variant X4","XM_012308296"
"4924","LOC100648358","XM_012308298.1","PREDICTED: Bombus terrestris rap guanine nucleotide exchange factor 2-like (LOC100648358) transcript variant X5","XM_012308298"
"4925","LOC100648358","XM_012308300.1","PREDICTED: Bombus terrestris rap guanine nucleotide exchange factor 2-like (LOC100648358) transcript variant X7","XM_012308300"
"4926","LOC100648358","XM_012308295.1","PREDICTED: Bombus terrestris rap guanine nucleotide exchange factor 2-like (LOC100648358) transcript variant X3","XM_012308295"
"4927","LOC100648358","XM_012308302.1","PREDICTED: Bombus terrestris rap guanine nucleotide exchange factor 2-like (LOC100648358) transcript variant X9","XM_012308302"
"4928","LOC100648358","XM_012308294.1","PREDICTED: Bombus terrestris rap guanine nucleotide exchange factor 2-like (LOC100648358) transcript variant X2","XM_012308294"
"4929","LOC100648358","XM_012308301.1","PREDICTED: Bombus terrestris rap guanine nucleotide exchange factor 2-like (LOC100648358) transcript variant X8","XM_012308301"
"4930","LOC100648358","XM_012308305.1","PREDICTED: Bombus terrestris rap guanine nucleotide exchange factor 2-like (LOC100648358) transcript variant X12","XM_012308305"
"4931","LOC100648358","XM_012308304.1","PREDICTED: Bombus terrestris rap guanine nucleotide exchange factor 2-like (LOC100648358) transcript variant X11","XM_012308304"
"4932","LOC100648358","XM_012308309.1","PREDICTED: Bombus terrestris rap guanine nucleotide exchange factor 2-like (LOC100648358) transcript variant X15","XM_012308309"
"4933","LOC105665785","XM_012309088.1","PREDICTED: Bombus terrestris uncharacterized LOC105665785 (LOC105665785)","XM_012309088"
"4934","LOC100643282","XM_012308354.1","PREDICTED: Bombus terrestris acetylcholine receptor subunit beta-like 2 (LOC100643282) transcript variant X1","XM_012308354"
"4935","LOC100643282","XM_012308355.1","PREDICTED: Bombus terrestris acetylcholine receptor subunit beta-like 2 (LOC100643282) transcript variant X2","XM_012308355"
"4936","LOC100650762","XM_003395430.2","PREDICTED: Bombus terrestris E3 SUMO-protein ligase PIAS2 (LOC100650762) transcript variant X1","XM_003395430"
"4937","LOC100650762","XM_012308358.1","PREDICTED: Bombus terrestris E3 SUMO-protein ligase PIAS2 (LOC100650762) transcript variant X4","XM_012308358"
"4938","LOC100650762","XM_012308357.1","PREDICTED: Bombus terrestris E3 SUMO-protein ligase PIAS2 (LOC100650762) transcript variant X3","XM_012308357"
"4939","LOC100650762","XM_012308356.1","PREDICTED: Bombus terrestris E3 SUMO-protein ligase PIAS2 (LOC100650762) transcript variant X2","XM_012308356"
"4940","LOC100645193","XM_012308359.1","PREDICTED: Bombus terrestris DNA polymerase iota (LOC100645193) transcript variant X1","XM_012308359"
"4941","LOC100645193","XM_012308360.1","PREDICTED: Bombus terrestris DNA polymerase iota (LOC100645193) transcript variant X2","XM_012308360"
"4942","LOC100645193","XM_012308361.1","PREDICTED: Bombus terrestris DNA polymerase iota (LOC100645193) transcript variant X3","XM_012308361"
"4943","LOC100645193","XM_003395631.2","PREDICTED: Bombus terrestris DNA polymerase iota (LOC100645193) transcript variant X4","XM_003395631"
"4944","LOC105665786","XM_012309089.1","PREDICTED: Bombus terrestris chymotrypsin-2-like (LOC105665786)","XM_012309089"
"4945","LOC100645486","XM_012308362.1","PREDICTED: Bombus terrestris tripartite motif-containing protein 2-like (LOC100645486) transcript variant X1","XM_012308362"
"4946","LOC100645486","XM_012308364.1","PREDICTED: Bombus terrestris tripartite motif-containing protein 2-like (LOC100645486) transcript variant X3","XM_012308364"
"4947","LOC100645486","XM_012308366.1","PREDICTED: Bombus terrestris tripartite motif-containing protein 2-like (LOC100645486) transcript variant X5","XM_012308366"
"4948","LOC100645486","XM_012308365.1","PREDICTED: Bombus terrestris tripartite motif-containing protein 2-like (LOC100645486) transcript variant X4","XM_012308365"
"4949","LOC100645486","XM_003395471.2","PREDICTED: Bombus terrestris tripartite motif-containing protein 2-like (LOC100645486) transcript variant X2","XM_003395471"
"4950","LOC100648360","XM_012308369.1","PREDICTED: Bombus terrestris sorting nexin-29 (LOC100648360) transcript variant X4","XM_012308369"
"4951","LOC100648360","XM_012308368.1","PREDICTED: Bombus terrestris sorting nexin-29 (LOC100648360) transcript variant X3","XM_012308368"
"4952","LOC100648360","XM_003395744.2","PREDICTED: Bombus terrestris sorting nexin-29 (LOC100648360) transcript variant X1","XM_003395744"
"4953","LOC100648360","XM_012308367.1","PREDICTED: Bombus terrestris sorting nexin-29 (LOC100648360) transcript variant X2","XM_012308367"
"4954","LOC100648744","XM_012308370.1","PREDICTED: Bombus terrestris pikachurin-like (LOC100648744) transcript variant X2","XM_012308370"
"4955","LOC100648744","XM_003395253.2","PREDICTED: Bombus terrestris pikachurin-like (LOC100648744) transcript variant X1","XM_003395253"
"4956","LOC100647963","XM_012308371.1","PREDICTED: Bombus terrestris putative ferric-chelate reductase 1 homolog (LOC100647963) transcript variant X1","XM_012308371"
"4957","LOC100647963","XM_012308372.1","PREDICTED: Bombus terrestris putative ferric-chelate reductase 1 homolog (LOC100647963) transcript variant X2","XM_012308372"
"4958","LOC100644718","XM_012308377.1","PREDICTED: Bombus terrestris uncharacterized LOC100644718 (LOC100644718) transcript variant X4","XM_012308377"
"4959","LOC100644718","XM_012308374.1","PREDICTED: Bombus terrestris uncharacterized LOC100644718 (LOC100644718) transcript variant X1","XM_012308374"
"4960","LOC100644718","XM_012308375.1","PREDICTED: Bombus terrestris uncharacterized LOC100644718 (LOC100644718) transcript variant X2","XM_012308375"
"4961","LOC100644718","XM_012308376.1","PREDICTED: Bombus terrestris uncharacterized LOC100644718 (LOC100644718) transcript variant X3","XM_012308376"
"4962","LOC105665717","XM_012308373.1","PREDICTED: Bombus terrestris muscle M-line assembly protein unc-89-like (LOC105665717)","XM_012308373"
"4963","LOC100649767","XM_012308378.1","PREDICTED: Bombus terrestris uncharacterized LOC100649767 (LOC100649767) transcript variant X2","XM_012308378"
"4964","LOC100649767","XM_003395420.2","PREDICTED: Bombus terrestris uncharacterized LOC100649767 (LOC100649767) transcript variant X1","XM_003395420"
"4965","LOC105665718","XM_012308380.1","PREDICTED: Bombus terrestris uncharacterized LOC105665718 (LOC105665718) transcript variant X2","XM_012308380"
"4966","LOC105665718","XM_012308379.1","PREDICTED: Bombus terrestris uncharacterized LOC105665718 (LOC105665718) transcript variant X1","XM_012308379"
"4967","LOC100647021","XM_012308382.1","PREDICTED: Bombus terrestris peptidyl-prolyl cis-trans isomerase CWC27 homolog (LOC100647021)","XM_012308382"
"4968","LOC105665787","XM_012309090.1","PREDICTED: Bombus terrestris dynein heavy chain 7","XM_012309090"
"4969","LOC105665788","XM_012309091.1","PREDICTED: Bombus terrestris dynein heavy chain 7","XM_012309091"
"4970","LOC100648434","XM_012308381.1","PREDICTED: Bombus terrestris NSFL1 cofactor p47 (LOC100648434)","XM_012308381"
"4971","LOC100651483","XM_003395434.2","PREDICTED: Bombus terrestris uncharacterized LOC100651483 (LOC100651483)","XM_003395434"
"4972","LOC100642486","XM_012308383.1","PREDICTED: Bombus terrestris probable cleavage and polyadenylation specificity factor subunit 2 (LOC100642486) transcript variant X2","XM_012308383"
"4973","LOC100642486","XM_003395443.2","PREDICTED: Bombus terrestris probable cleavage and polyadenylation specificity factor subunit 2 (LOC100642486) transcript variant X1","XM_003395443"
"4974","LOC100643847","XM_003395455.2","PREDICTED: Bombus terrestris beclin 1-associated autophagy-related key regulator (LOC100643847)","XM_003395455"
"4975","LOC100645370","XM_003395469.2","PREDICTED: Bombus terrestris protein phosphatase 1B-like (LOC100645370) transcript variant X4","XM_003395469"
"4976","LOC100645370","XM_012308384.1","PREDICTED: Bombus terrestris protein phosphatase 1B-like (LOC100645370) transcript variant X1","XM_012308384"
"4977","LOC100645370","XM_012308385.1","PREDICTED: Bombus terrestris protein phosphatase 1B-like (LOC100645370) transcript variant X2","XM_012308385"
"4978","LOC100645370","XM_012308386.1","PREDICTED: Bombus terrestris protein phosphatase 1B-like (LOC100645370) transcript variant X3","XM_012308386"
"4979","LOC100646702","XM_012308387.1","PREDICTED: Bombus terrestris tryptophan--tRNA ligase","XM_012308387"
"4980","LOC100647897","XM_003395485.2","PREDICTED: Bombus terrestris uncharacterized LOC100647897 (LOC100647897)","XM_003395485"
"4981","LOC105665789","XM_012309092.1","PREDICTED: Bombus terrestris uncharacterized LOC105665789 (LOC105665789)","XM_012309092"
"4982","LOC105665790","XM_012309093.1","PREDICTED: Bombus terrestris uncharacterized LOC105665790 (LOC105665790)","XM_012309093"
"4983","LOC100644054","XM_012309095.1","PREDICTED: Bombus terrestris muscle M-line assembly protein unc-89-like (LOC100644054)","XM_012309095"
"4984","LOC100642841","XM_003395528.2","PREDICTED: Bombus terrestris two pore potassium channel protein sup-9 (LOC100642841)","XM_003395528"
"4985","LOC100644168","XM_012309096.1","PREDICTED: Bombus terrestris potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1-like (LOC100644168)","XM_012309096"
"4986","LOC100644288","XM_012308389.1","PREDICTED: Bombus terrestris papilin (LOC100644288) transcript variant X2","XM_012308389"
"4987","LOC100644288","XM_012308390.1","PREDICTED: Bombus terrestris papilin (LOC100644288) transcript variant X3","XM_012308390"
"4988","LOC100644288","XM_012308394.1","PREDICTED: Bombus terrestris papilin (LOC100644288) transcript variant X7","XM_012308394"
"4989","LOC100644288","XM_012308393.1","PREDICTED: Bombus terrestris papilin (LOC100644288) transcript variant X6","XM_012308393"
